8.46292	0.243462	0	0	8.46292	0.243462	8.6	0.25	-3.00029	0
8.44827	0.251501	-0.209217	0.114847	8.44818	0.251553	8.45	0.25	-3.00027	0
8.50706	0.252115	-0.00685233	-0.0166623	8.56759	0.241943	8.45	0.25	0	0
8.48964	0.255	-0.0115612	0.0247445	8.45582	0.253997	8.45	0.25	0	0
8.40391	0.256004	-1.41749	-0.0196804	8.42544	0.254042	8.35	0.25	-1.81979	0
8.30826	0.251756	-1.42474	-0.0349901	8.23962	0.24916	8.25	0.25	-1.81978	0
8.07854	0.243738	-3.21429	-0.103005	7.93286	0.188391	8.05	0.2	-3.99976	-0.99994
7.9073	0.185679	-3.21476	-0.323062	7.84073	0.159858	7.85	0.15	-3.99972	-0.99993
7.72852	0.169367	-3.22066	-0.322196	7.61269	0.155818	7.7	0.15	-2.99982	0
7.564	0.157337	-3.2235	-0.308116	7.54016	0.159641	7.55	0.15	-2.99982	0
7.46735	0.132117	-2.22834	-0.326949	7.50815	0.0953827	7.45	0.100001	-1.8165	-0.908239
7.3451	0.0712182	-2.22726	-0.452328	7.3426	0.0345312	7.35	0.0500011	-1.81648	-0.90823
7.19017	0.0529563	-2.65524	-0.431062	7.20598	0.00492725	7.2	9.49949e-07	-2.72851	-0.909507
7.04545	-0.0118348	-2.65494	-0.541557	7.05406	-0.0533413	7.05	-0.0499992	-2.72849	-0.909499
6.9401	-0.0550357	-1.92284	-0.591172	6.74585	-0.143185	6.95	-0.15	-1.81898	-1.81898
6.8355	-0.167671	-1.92637	-0.799433	6.84972	-0.258748	6.85	-0.25	-1.81896	-1.81897
6.72682	-0.206216	-2.02105	-0.79172	6.66966	-0.346668	6.75	-0.349999	-2.00076	-2.00075
6.62536	-0.340424	-2.03358	-1.03651	6.64329	-0.462604	6.65	-0.449999	-2.00076	-2.00075
6.59191	-0.429121	-1.2005	-1.20211	6.60862	-0.557035	6.6	-0.549999	-0.998836	-1.99769
6.53124	-0.556608	-1.21452	-1.37673	6.56029	-0.650892	6.55	-0.65	-0.99884	-1.99769
6.4988	-0.660372	-0.697866	-1.51567	6.40696	-0.842921	6.5	-0.85	-0.908747	-3.63498
6.45045	-0.874051	-0.747084	-1.85529	6.45805	-1.05268	6.45	-1.05	-0.908739	-3.63494
6.36955	-0.941503	-1.30745	-1.66219	6.38626	-1.15695	6.35	-1.15	-1.81897	-1.81898
6.28324	-1.1259	-1.36404	-1.9048	6.25499	-1.25007	6.25	-1.25	-1.81896	-1.81896
6.36341	-1.36759	0.555424	-2.68608	6.43125	-1.48148	6.3	-1.45	0.909739	-3.63894
6.38161	-1.5758	0.509447	-2.84372	6.36328	-1.65656	6.35	-1.65	0.909727	-3.63891
6.34039	-1.63003	-0.440958	-2.3146	6.3228	-1.81431	6.3	-1.8	-0.999494	-2.9985
6.29411	-1.83217	-0.526958	-2.53762	6.24641	-1.95075	6.25	-1.95	-0.999489	-2.99847
6.33563	-2.04175	0.435664	-3.08939	6.31851	-2.10969	6.3	-2.1	0.999984	-2.99994
6.35217	-2.21317	0.417196	-3.1329	6.34644	-2.23829	6.35	-2.25	0.999979	-2.99994
6.34871	-2.34751	0.0196963	-2.87021	6.32593	-2.40018	6.35	-2.4	0	-2.72613
6.34444	-2.52282	-0.000106742	-2.91408	6.34927	-2.55175	6.35	-2.55	0	-2.72611
6.38125	-2.72671	0.486711	-3.23687	6.43125	-2.71878	6.4	-2.7	0.909499	-2.72851
6.41933	-2.87864	0.52293	-3.17074	6.43257	-2.84245	6.45	-2.85	0.909503	-2.72851
6.43048	-3.01517	0.275622	-2.99059	6.46536	-3.00452	6.45	-3	0	-2.99754
6.44589	-3.15991	0.281734	-2.97841	6.44119	-3.14955	6.45	-3.15	0	-2.99754
6.48683	-3.35568	0.642794	-3.24751	6.52249	-3.32007	6.5	-3.3	0.910402	-2.7312
6.53691	-3.50425	0.68871	-3.17229	6.5453	-3.45745	6.55	-3.45	0.910402	-2.7312
6.59676	-3.70741	1.02427	-3.43143	6.6358	-3.59197	6.65	-3.6	1.81722	-2.72583
6.69293	-3.83182	1.13926	-3.26746	6.76011	-3.75457	6.75	-3.75	1.81721	-2.72581
6.74078	-3.99045	0.87853	-3.06018	6.83625	-3.92723	6.8	-3.9	0.907988	-2.72396
6.81789	-4.11407	0.960558	-2.94571	6.85997	-4.05805	6.85	-4.05	0.907976	-2.72393
6.86241	-4.26779	0.880049	-2.88159	6.86943	-4.18507	6.9	-4.2	0.909334	-2.72801
6.93018	-4.3942	0.936382	-2.80018	6.94332	-4.34473	6.95	-4.35	0.90933	-2.72799
6.95888	-4.51915	0.563123	-2.49728	7.05156	-4.49706	7	-4.45	0.910054	-1.8201
7.01734	-4.61357	0.641611	-2.38821	7.04099	-4.55018	7.05	-4.55	0.910054	-1.8201
7.06842	-4.76085	0.860893	-2.56078	7.10252	-4.67934	7.1	-4.7	0.908302	-2.72489
7.12889	-4.88356	0.896816	-2.51377	7.14735	-4.86125	7.15	-4.85	0.908297	-2.72489
7.22165	-5.06666	1.41679	-2.94373	7.3138	-5.05204	7.25	-5	1.81907	-2.72861
7.31317	-5.20426	1.45781	-2.88286	7.30424	-5.15404	7.35	-5.15	1.81907	-2.72861
7.36619	-5.336	1.19496	-2.65869	7.29446	-5.23429	7.4	-5.3	0.908194	-2.7246
7.44022	-5.47064	1.21802	-2.62871	7.44737	-5.45308	7.45	-5.45	0.90819	-2.72457
7.5135	-5.61868	1.21818	-2.62677	7.63082	-5.61863	7.55	-5.55	1.81974	-1.81974
7.6105	-5.72272	1.30104	-2.5234	7.64356	-5.66706	7.65	-5.65	1.81972	-1.81972
7.66719	-5.84863	1.20197	-2.43903	7.60376	-5.74774	7.7	-5.8	0.90983	-2.72951
7.7385	-5.97375	1.21761	-2.41671	7.7342	-5.95374	7.75	-5.95	0.909826	-2.72948
7.84428	-6.14338	1.85411	-2.97413	7.82165	-6.06822	7.85	-6.1	1.9986	-2.9979
7.94963	-6.27457	1.88949	-2.92925	7.95703	-6.24328	7.95	-6.25	1.99858	-2.99787
8.0305	-6.40744	1.46563	-2.5503	8.17338	-6.44684	8.05	-6.35	1.81738	-1.81739
8.13799	-6.51195	1.53993	-2.45862	8.15891	-6.45335	8.15	-6.45	1.81737	-1.81737
8.20159	-6.62906	1.39704	-2.33529	8.08628	-6.51855	8.2	-6.6	0.909293	-2.72787
8.27467	-6.75895	1.38882	-2.34025	8.25411	-6.74791	8.25	-6.75	0.909293	-2.72787
8.34859	-6.88723	1.46568	-2.40918	8.25648	-6.78122	8.35	-6.85	1.81994	-1.81993
8.44358	-6.99895	1.50648	-2.35688	8.44494	-6.95805	8.45	-6.95	1.81993	-1.81993
8.50531	-7.1051	1.44236	-2.29994	8.39359	-7.01743	8.5	-7.1	1.00006	-3.00018
8.56698	-7.23173	1.41479	-2.33053	8.54925	-7.24433	8.55	-7.25	1.00006	-3.00018
8.67156	-7.3856	1.87673	-2.759	8.64403	-7.39047	8.65	-7.4	1.99807	-2.99712
8.75574	-7.53381	1.85135	-2.78588	8.73559	-7.5421	8.75	-7.55	1.99808	-2.99712
8.81587	-7.63866	1.21791	-2.18717	8.87176	-7.71912	8.8	-7.65	0.909955	-1.8199
8.8749	-7.76429	1.19881	-2.20282	8.84538	-7.75497	8.85	-7.75	0.909946	-1.81988
8.95017	-7.89212	1.43736	-2.42979	8.88333	-7.88636	8.9	-7.9	0.999086	-2.9973
9.00371	-8.03099	1.39015	-2.47628	8.95966	-8.0381	8.95	-8.05	0.999095	-2.9973
9.03549	-8.1183	0.942493	-2.03804	8.8564	-8.01424	9	-8.15	0.909309	-1.8186
9.07841	-8.23881	0.919389	-2.06054	9.05896	-8.24314	9.05	-8.25	0.909301	-1.81859
9.15827	-8.37993	1.30898	-2.44585	9.17781	-8.47056	9.1	-8.4	1.0004	-3.00119
9.19924	-8.52651	1.24475	-2.5101	9.15332	-8.54857	9.15	-8.55	1.00038	-3.00117
9.24238	-8.63282	0.880414	-2.13721	9.22922	-8.6898	9.2	-8.65	0.909508	-1.819
9.27658	-8.76316	0.843592	-2.1715	9.24541	-8.76863	9.25	-8.75	0.9095	-1.81899
9.40432	-8.97651	1.97387	-3.34227	9.37748	-9.00609	9.35	-8.95	1.99965	-3.99928
9.48788	-9.15581	1.93547	-3.37567	9.44703	-9.15328	9.45	-9.15	1.99964	-3.99928
9.5279	-9.25072	1.16949	-2.55454	9.50096	-9.25642	9.5	-9.25	0.999584	-1.99917
9.58012	-9.37955	1.15598	-2.56018	9.54157	-9.35195	9.55	-9.35	0.999584	-1.99917
9.61619	-9.48293	0.963187	-2.35591	9.47534	-9.42627	9.55	-9.5	0	-3.00023
9.62771	-9.63258	0.86808	-2.4412	9.54779	-9.64959	9.55	-9.65	0	-3.0002
